hundred_block,street_name,block,n_permits,n_types,first_date,last_date,mean_gap,duration,duration_wk,duration_mn,permits_mn,permits_wk,street_address,lon,lat
4500,MELROSE ST,4500 MELROSE ST,1,1,2014-07-12T00:00:00Z,2014-07-12T00:00:00Z,,0,0,0,Inf,Inf,"4500 MELROSE ST, Philadelphia, PA",-75.0797574,40.0066787
4600,MELROSE ST,4600 MELROSE ST,2,1,2007-07-07T00:00:00Z,2009-08-08T00:00:00Z,763,763,109,25.4333333333333,0.0786369593709043,0.018348623853211,"4600 MELROSE ST, Philadelphia, PA",-75.0780293,40.0067454
400,MEMPHIS ST,400 MEMPHIS ST,1,1,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,,0,0,0,Inf,Inf,"400 MEMPHIS ST, Philadelphia, PA",-75.1325181,39.9740277
2200,MEMPHIS ST,2200 MEMPHIS ST,3,1,2006-07-15T00:00:00Z,2009-06-20T00:00:00Z,535.5,1071,153,35.7,0.0840336134453781,0.0196078431372549,"2200 MEMPHIS ST, Philadelphia, PA",-75.1280339,39.9780292
3400,MERCER ST,3400 MERCER ST,12,1,2008-08-02T00:00:00Z,2015-07-18T00:00:00Z,231,2541,363,84.7,0.141676505312869,0.0330578512396694,"3400 MERCER ST, Philadelphia, PA",-75.0986166,39.9876238
5000,MERION AVE,5000 MERION AVE,2,1,2012-08-04T00:00:00Z,2013-08-17T00:00:00Z,378,378,54,12.6,0.158730158730159,0.037037037037037,"5000 MERION AVE, Philadelphia, PA",-75.2219967,39.9757999
7700,MICHENER AVE,7700 MICHENER AVE,3,1,2006-07-04T00:00:00Z,2010-07-24T00:00:00Z,740.5,1481,211.571428571429,49.3666666666667,0.0607697501688049,0.0141796083727211,"7700 MICHENER AVE, Philadelphia, PA",-75.1615836,40.0714804
7800,MICHENER AVE,7800 MICHENER AVE,19,2,2006-07-04T00:00:00Z,2014-08-30T00:00:00Z,165.5,2979,425.571428571429,99.3,0.191339375629406,0.044645854313528,"7800 MICHENER AVE, Philadelphia, PA",-75.1627579,40.072192
8300,MICHENER AVE,8300 MICHENER AVE,2,1,2006-07-29T00:00:00Z,2009-06-20T00:00:00Z,1057,1057,151,35.2333333333333,0.0567644276253548,0.0132450331125828,"8300 MICHENER AVE, Philadelphia, PA",-75.172906,40.078006
3700,MIDVALE AVE,3700 MIDVALE AVE,2,1,2012-06-03T00:00:00Z,2014-06-01T00:00:00Z,728,728,104,24.2666666666667,0.0824175824175824,0.0192307692307692,"3700 MIDVALE AVE, Philadelphia, PA",-75.1929885,40.0099215
700,MIFFLIN ST,700 MIFFLIN ST,4,1,2006-06-17T00:00:00Z,2011-07-09T00:00:00Z,616,1848,264,61.6,0.0649350649350649,0.0151515151515152,"700 MIFFLIN ST, Philadelphia, PA",-75.1576833,39.9253092
5600,MIRIAM RD,5600 MIRIAM RD,7,1,2006-06-24T00:00:00Z,2014-07-19T00:00:00Z,491.166666666667,2947,421,98.2333333333333,0.0712589073634204,0.0166270783847981,"5600 MIRIAM RD, Philadelphia, PA",-75.0891774,40.0308637
6400,MONTOUR ST,6400 MONTOUR ST,1,1,2011-05-28T00:00:00Z,2011-05-28T00:00:00Z,,0,0,0,Inf,Inf,"6400 MONTOUR ST, Philadelphia, PA",-75.0900771,40.0464918
200,MONTROSE ST,200 MONTROSE ST,3,1,2010-09-04T00:00:00Z,2016-05-07T00:00:00Z,1036,2072,296,69.0666666666667,0.0434362934362934,0.0101351351351351,"200 MONTROSE ST, Philadelphia, PA",-75.147305,39.9353772
1100,MONTROSE ST,1100 MONTROSE ST,9,4,2006-05-27T00:00:00Z,2008-09-01T00:00:00Z,103.5,828,118.285714285714,27.6,0.326086956521739,0.0760869565217391,"1100 MONTROSE ST, Philadelphia, PA",-75.1612258,39.9387805
1400,MONTROSE ST,1400 MONTROSE ST,4,1,2006-06-24T00:00:00Z,2013-07-13T00:00:00Z,858.666666666667,2576,368,85.8666666666667,0.046583850931677,0.0108695652173913,"1400 MONTROSE ST, Philadelphia, PA",-75.1670831,39.939611
2400,MONTROSE ST,2400 MONTROSE ST,16,1,2006-08-19T00:00:00Z,2015-08-15T00:00:00Z,218.866666666667,3283,469,109.433333333333,0.146207736826074,0.0341151385927505,"2400 MONTROSE ST, Philadelphia, PA",-75.1829142,39.941619
1200,MOORE ST,1200 MOORE ST,6,2,2007-06-10T00:00:00Z,2013-10-12T00:00:00Z,463.2,2316,330.857142857143,77.2,0.077720207253886,0.0181347150259067,"1200 MOORE ST, Philadelphia, PA",-75.1653713,39.9274522
1600,MOORE ST,1600 MOORE ST,2,1,2007-08-25T00:00:00Z,2011-06-11T00:00:00Z,1386,1386,198,46.2,0.0432900432900433,0.0101010101010101,"1600 MOORE ST, Philadelphia, PA",-75.1721925,39.9284652
2000,MOORE ST,2000 MOORE ST,15,2,2006-09-03T00:00:00Z,2015-06-20T00:00:00Z,229.428571428571,3212,458.857142857143,107.066666666667,0.140099626400996,0.0326899128268991,"2000 MOORE ST, Philadelphia, PA",-75.1786034,39.9291661
3600,MORRELL CIR,3600 MORRELL CIR,2,1,2006-09-09T00:00:00Z,2012-09-08T00:00:00Z,2191,2191,313,73.0333333333333,0.0273847558192606,0.00638977635782748,"3600 MORRELL CIR, Philadelphia, PA",-74.988215,40.0700165
800,MORRIS ST,800 MORRIS ST,1,1,2011-10-02T00:00:00Z,2011-10-02T00:00:00Z,,0,0,0,Inf,Inf,"800 MORRIS ST, Philadelphia, PA",-75.1586718,39.9279544
1900,MORRIS ST,1900 MORRIS ST,14,3,2007-09-03T00:00:00Z,2015-07-25T00:00:00Z,221.692307692308,2882,411.714285714286,96.0666666666667,0.145732130464955,0.0340041637751561,"1900 MORRIS ST, Philadelphia, PA",-75.1767568,39.9302021
5300,MORRIS ST,5300 MORRIS ST,9,1,2009-06-06T00:00:00Z,2012-09-28T00:00:00Z,151.25,1210,172.857142857143,40.3333333333333,0.223140495867769,0.0520661157024793,"5300 MORRIS ST, Philadelphia, PA",-75.1752401,40.0254658
2000,MOUNTAIN ST,2000 MOUNTAIN ST,8,1,2012-05-28T00:00:00Z,2014-09-01T00:00:00Z,118,826,118,27.5333333333333,0.290556900726392,0.0677966101694915,"2000 MOUNTAIN ST, Philadelphia, PA",-75.1780988,39.9309081
2100,MOUNTAIN ST,2100 MOUNTAIN ST,2,1,2008-08-16T00:00:00Z,2009-08-29T00:00:00Z,378,378,54,12.6,0.158730158730159,0.037037037037037,"2100 MOUNTAIN ST, Philadelphia, PA",-75.1800249,39.9311681
2300,MOUNTAIN ST,2300 MOUNTAIN ST,10,2,2009-07-18T00:00:00Z,2015-08-29T00:00:00Z,248.111111111111,2233,319,74.4333333333333,0.134348410210479,0.0313479623824451,"2300 MOUNTAIN ST, Philadelphia, PA",-75.1832695,39.9315856
7000,MOWER ST,7000 MOWER ST,8,1,2007-06-23T00:00:00Z,2015-08-22T00:00:00Z,426,2982,426,99.4,0.0804828973843058,0.0187793427230047,"7000 MOWER ST, Philadelphia, PA",-75.1902552,40.0556118
700,MOYER ST,700 MOYER ST,22,1,2006-06-24T00:00:00Z,2015-06-20T00:00:00Z,156.333333333333,3283,469,109.433333333333,0.201035638135851,0.046908315565032,"700 MOYER ST, Philadelphia, PA",-75.1263752,39.9726571
2600,MUHFELD ST,2600 MUHFELD ST,9,2,2006-05-28T00:00:00Z,2014-05-31T00:00:00Z,365.625,2925,417.857142857143,97.5,0.0923076923076923,0.0215384615384615,"2600 MUHFELD ST, Philadelphia, PA",-75.2370699,39.915099
5200,MULBERRY ST,5200 MULBERRY ST,3,1,2008-08-02T00:00:00Z,2009-08-08T00:00:00Z,185.5,371,53,12.3666666666667,0.242587601078167,0.0566037735849057,"5200 MULBERRY ST, Philadelphia, PA",-75.0749386,40.0193657
6200,MULBERRY ST,6200 MULBERRY ST,1,1,2012-10-06T00:00:00Z,2012-10-06T00:00:00Z,,0,0,0,Inf,Inf,"6200 MULBERRY ST, Philadelphia, PA",-75.061819,40.0265106
500,MURDOCH RD,500 MURDOCH RD,11,1,2006-06-25T00:00:00Z,2015-06-28T00:00:00Z,329,3290,470,109.666666666667,0.100303951367781,0.0234042553191489,"500 MURDOCH RD, Philadelphia, PA",-75.1884095,40.0705676
6200,MUSGRAVE ST,6200 MUSGRAVE ST,4,1,2007-07-29T00:00:00Z,2011-09-04T00:00:00Z,499.333333333333,1498,214,49.9333333333333,0.0801068090787717,0.0186915887850467,"6200 MUSGRAVE ST, Philadelphia, PA",-75.1741427,40.0482037
6400,MUSGRAVE ST,6400 MUSGRAVE ST,5,1,2008-07-26T00:00:00Z,2013-09-01T00:00:00Z,465.75,1863,266.142857142857,62.1,0.0805152979066023,0.0187869028448739,"6400 MUSGRAVE ST, Philadelphia, PA",-75.1777693,40.0505517
600,N 02ND ST,600 N 02ND ST,6,1,2009-06-20T00:00:00Z,2015-08-02T00:00:00Z,446.8,2234,319.142857142857,74.4666666666667,0.0805729632945389,0.0188003581020591,"600 N 02ND ST, Philadelphia, PA",-75.14164,39.9611465
1100,N 02ND ST,1100 N 02ND ST,5,1,2009-06-20T00:00:00Z,2014-08-03T00:00:00Z,467.5,1870,267.142857142857,62.3333333333333,0.0802139037433155,0.018716577540107,"1100 N 02ND ST, Philadelphia, PA",-75.1399443,39.9685074
1400,N 02ND ST,1400 N 02ND ST,1,1,2015-08-29T00:00:00Z,2015-08-29T00:00:00Z,,0,0,0,Inf,Inf,"1400 N 02ND ST, Philadelphia, PA",-75.1390778,39.9726446
2600,N 02ND ST,2600 N 02ND ST,1,1,2010-07-03T00:00:00Z,2010-07-03T00:00:00Z,,0,0,0,Inf,Inf,"2600 N 02ND ST, Philadelphia, PA",-75.135794,39.9903438
2800,N 02ND ST,2800 N 02ND ST,6,2,2009-08-08T00:00:00Z,2010-09-04T00:00:00Z,78.4,392,56,13.0666666666667,0.459183673469388,0.107142857142857,"2800 N 02ND ST, Philadelphia, PA",-75.1345384,39.992998
3300,N 02ND ST,3300 N 02ND ST,10,3,2006-07-04T00:00:00Z,2014-09-13T00:00:00Z,332.555555555556,2993,427.571428571429,99.7666666666667,0.100233879051119,0.0233879051119278,"3300 N 02ND ST, Philadelphia, PA",-75.1328981,40.0006626
5400,N 02ND ST,5400 N 02ND ST,1,1,2012-07-04T00:00:00Z,2012-07-04T00:00:00Z,,0,0,0,Inf,Inf,"5400 N 02ND ST, Philadelphia, PA",-75.1259611,40.0331172
5500,N 02ND ST,5500 N 02ND ST,3,1,2013-08-11T00:00:00Z,2015-08-30T00:00:00Z,374.5,749,107,24.9666666666667,0.120160213618158,0.0280373831775701,"5500 N 02ND ST, Philadelphia, PA",-75.1257195,40.0342615
200,N 03RD ST,200 N 03RD ST,2,1,2014-10-08T00:00:00Z,2015-10-11T00:00:00Z,368,368,52.5714285714286,12.2666666666667,0.16304347826087,0.0380434782608696,"200 N 03RD ST, Philadelphia, PA",-75.146563,39.946998
4400,N 07TH ST,4400 N 07TH ST,4,1,2007-08-18T04:00:00Z,2012-05-27T04:00:00Z,581.333333333333,1744,249.142857142857,58.1333333333333,0.0688073394495413,0.0160550458715596,"4400 N 07TH ST, Philadelphia, PA",-75.138325,40.018734
3600,N 10TH ST,3600 N 10TH ST,1,1,2014-08-09T04:00:00Z,2014-08-09T04:00:00Z,,0,0,0,,,"3600 N 10TH ST, Philadelphia, PA",-75.1444642,40.0077339
2200,N 19TH ST,2200 N 19TH ST,18,4,2006-05-29T04:00:00Z,2015-07-04T04:00:00Z,195.470588235294,3323,474.714285714286,110.766666666667,0.16250376166115,0.0379175443876016,"2200 N 19TH ST, Philadelphia, PA",-75.1641783,39.9873262
4700,N CARLISLE ST,4700 N CARLISLE ST,6,1,2007-09-01T04:00:00Z,2015-08-29T04:00:00Z,583.8,2919,417,97.3,0.0616649537512847,0.0143884892086331,"4700 N CARLISLE ST, Philadelphia, PA",-75.1487505,40.0246868
2200,N COLORADO ST,2200 N COLORADO ST,22,3,2006-07-04T04:00:00Z,2015-09-07T04:00:00Z,159.619047619048,3352,478.857142857143,111.733333333333,0.196897374701671,0.0459427207637232,"2200 N COLORADO ST, Philadelphia, PA",-75.1617173,39.987104
200,N CREIGHTON ST,200 N CREIGHTON ST,18,1,2006-07-04T04:00:00Z,2015-08-01T04:00:00Z,195,3315,473.571428571429,110.5,0.16289592760181,0.0380090497737557,"200 N CREIGHTON ST, Philadelphia, PA",-75.2237442,39.963035
900,N DELAWARE AVE,900 N DELAWARE AVE,3,1,2015-04-19T04:00:00Z,2015-09-13T04:00:00Z,73.5,147,21,4.9,0.612244897959184,0.142857142857143,"900 N DELAWARE AVE, Philadelphia, PA",-75.1362702,39.9627804
2100,N DOVER ST,2100 N DOVER ST,8,1,2006-06-24T04:00:00Z,2013-08-17T04:00:00Z,373,2611,373,87.0333333333333,0.0919188050555343,0.0214477211796247,"2100 N DOVER ST, Philadelphia, PA",-75.1799923,39.987761
6300,N FAIRHILL ST,6300 N FAIRHILL ST,1,1,2015-07-18T04:00:00Z,2015-07-18T04:00:00Z,,0,0,0,,,"6300 N FAIRHILL ST, Philadelphia, PA",-75.129156,40.047311
400,N FELTON ST,400 N FELTON ST,13,1,2007-06-02T04:00:00Z,2014-08-10T04:00:00Z,218.833333333333,2626,375.142857142857,87.5333333333333,0.148514851485149,0.0346534653465347,"400 N FELTON ST, Philadelphia, PA",-75.2444142,39.9687233
1400,N FRAZIER ST,1400 N FRAZIER ST,6,1,2006-05-20T04:00:00Z,2014-04-22T04:00:00Z,578.8,2894,413.428571428571,96.4666666666667,0.0621976503109883,0.0145127850725639,"1400 N FRAZIER ST, Philadelphia, PA",-75.234133,39.9733999
6300,N LAMBERT ST,6300 N LAMBERT ST,4,1,2006-09-09T04:00:00Z,2012-06-30T04:00:00Z,707,2121,303,70.7,0.0565770862800566,0.0132013201320132,"6300 N LAMBERT ST, Philadelphia, PA",-75.1546249,40.050474
4800,N LAWRENCE ST,4800 N LAWRENCE ST,2,2,2009-07-04T04:00:00Z,2009-08-22T04:00:00Z,49,49,7,1.63333333333333,1.22448979591837,0.285714285714286,"4800 N LAWRENCE ST, Philadelphia, PA",-75.1323412,40.0243523
6600,N OPAL ST,6600 N OPAL ST,7,1,2007-07-28T04:00:00Z,2015-09-05T04:00:00Z,493.5,2961,423,98.7,0.0709219858156028,0.016548463356974,"6600 N OPAL ST, Philadelphia, PA",-75.1521781,40.0549399
1300,N ORIANNA ST,1300 N ORIANNA ST,11,1,2007-08-11T04:00:00Z,2012-09-02T04:00:00Z,184.9,1849,264.142857142857,61.6333333333333,0.178474851270957,0.0416441319632234,"1300 N ORIANNA ST, Philadelphia, PA",-75.1421905,39.9712165
5000,N PENN ST,5000 N PENN ST,7,3,2006-09-04T04:00:00Z,2008-08-09T04:00:00Z,117.5,705,100.714285714286,23.5,0.297872340425532,0.0695035460992908,"5000 N PENN ST, Philadelphia, PA",-75.082278,40.021397
2700,N RINGGOLD ST,2700 N RINGGOLD ST,4,2,2006-09-04T04:00:00Z,2016-05-28T04:00:00Z,1184.66666666667,3554,507.714285714286,118.466666666667,0.0337647720877884,0.00787844682048396,"2700 N RINGGOLD ST, Philadelphia, PA",-75.171311,39.9961421
300,N SIMPSON ST,300 N SIMPSON ST,1,1,2011-07-03T04:00:00Z,2011-07-03T04:00:00Z,,0,0,0,,,"300 N SIMPSON ST, Philadelphia, PA",-75.248826,39.9677073
3700,N SYDENHAM ST,3700 N SYDENHAM ST,13,2,2006-07-15T04:00:00Z,2015-07-04T04:00:00Z,273,3276,468,109.2,0.119047619047619,0.0277777777777778,"3700 N SYDENHAM ST, Philadelphia, PA",-75.1536682,40.0095797
900,N TANEY ST,900 N TANEY ST,1,1,2012-07-04T04:00:00Z,2012-07-04T04:00:00Z,,0,0,0,,,"900 N TANEY ST, Philadelphia, PA",-75.1799412,39.9727508
1300,NARRAGANSETT ST,1300 NARRAGANSETT ST,13,2,2006-05-27T00:00:00Z,2013-09-07T00:00:00Z,221.666666666667,2660,380,88.6666666666667,0.146616541353383,0.0342105263157895,"1300 NARRAGANSETT ST, Philadelphia, PA",-75.1594711,40.0540483
2100,NASSAU ST,2100 NASSAU ST,1,1,2011-07-22T00:00:00Z,2011-07-22T00:00:00Z,,0,0,0,,,"2100 NASSAU ST, Philadelphia, PA",-75.1704583,39.9777833
3500,OAKMONT AVE,3500 OAKMONT AVE,1,1,2006-08-26T00:00:00Z,2006-08-26T00:00:00Z,,0,0,0,,,"3500 OAKMONT AVE, Philadelphia, PA",-75.0368489,40.0402113
5300,OGDEN ST,5300 OGDEN ST,6,2,2006-08-26T00:00:00Z,2016-05-21T00:00:00Z,711.2,3556,508,118.533333333333,0.0506186726659168,0.0118110236220472,"5300 OGDEN ST, Philadelphia, PA",-75.2264854,39.9669962
7100,OGONTZ AVE,7100 OGONTZ AVE,23,1,2006-06-24T00:00:00Z,2014-06-19T00:00:00Z,132.590909090909,2917,416.714285714286,97.2333333333333,0.236544394926294,0.0551936921494686,"7100 OGONTZ AVE, Philadelphia, PA",-75.1521851,40.0623077
7300,OGONTZ AVE,7300 OGONTZ AVE,15,1,2006-08-12T00:00:00Z,2014-06-19T00:00:00Z,204.857142857143,2868,409.714285714286,95.6,0.156903765690377,0.0366108786610879,"7300 OGONTZ AVE, Philadelphia, PA",-75.155474,40.0650317
3600,OLD YORK RD,3600 OLD YORK RD,20,4,2006-06-03T00:00:00Z,2016-05-21T00:00:00Z,191.578947368421,3640,520,121.333333333333,0.164835164835165,0.0384615384615385,"3600 OLD YORK RD, Philadelphia, PA",-75.148173,40.007313
4800,OSAGE AVE,4800 OSAGE AVE,5,1,2010-11-06T00:00:00Z,2014-06-21T00:00:00Z,330.75,1323,189,44.1,0.113378684807256,0.0264550264550265,"4800 OSAGE AVE, Philadelphia, PA",-75.2185426,39.9517981
5600,PALETHORP ST,5600 PALETHORP ST,3,1,2010-06-05T00:00:00Z,2011-08-20T00:00:00Z,220.5,441,63,14.7,0.204081632653061,0.0476190476190476,"5600 PALETHORP ST, Philadelphia, PA",-75.1249729,40.0358621
800,PALM ST,800 PALM ST,5,2,2008-07-26T00:00:00Z,2014-07-04T00:00:00Z,542.25,2169,309.857142857143,72.3,0.0691562932226833,0.0161364684186261,"800 PALM ST, Philadelphia, PA",-75.2062634,39.9681529
7700,PICKERING AVE,7700 PICKERING AVE,17,3,2006-07-04T00:00:00Z,2013-09-02T00:00:00Z,163.5625,2617,373.857142857143,87.2333333333333,0.194879633167749,0.0454719144058082,"7700 PICKERING AVE, Philadelphia, PA",-75.159873,40.07292
900,PINE ST,900 PINE ST,1,1,2006-10-15T00:00:00Z,2006-10-15T00:00:00Z,,0,0,0,,,"900 PINE ST, Philadelphia, PA",-75.156835,39.944297
100,PLEASANT ST,100 PLEASANT ST,9,2,2006-09-02T00:00:00Z,2014-05-03T00:00:00Z,350,2800,400,93.3333333333333,0.0964285714285714,0.0225,"100 PLEASANT ST, Philadelphia, PA",-75.1850475,40.0553101
2700,PLUM ST,2700 PLUM ST,8,1,2009-08-29T00:00:00Z,2013-09-07T00:00:00Z,210,1470,210,49,0.163265306122449,0.0380952380952381,"2700 PLUM ST, Philadelphia, PA",-75.073615,39.9983544
100,PORTER ST,100 PORTER ST,5,1,2008-09-06T00:00:00Z,2015-11-07T00:00:00Z,654.5,2618,374,87.2666666666667,0.0572956455309397,0.0133689839572193,"100 PORTER ST, Philadelphia, PA",-75.14959,39.9165164
4900,PULASKI AVE,4900 PULASKI AVE,6,1,2006-09-02T00:00:00Z,2015-07-18T00:00:00Z,648.2,3241,463,108.033333333333,0.0555384140697316,0.0129589632829374,"4900 PULASKI AVE, Philadelphia, PA",-75.1679791,40.0229533
5400,RACE ST,5400 RACE ST,11,2,2007-07-04T00:00:00Z,2015-06-21T00:00:00Z,290.9,2909,415.571428571429,96.9666666666667,0.113441045032657,0.0264695771742867,"5400 RACE ST, Philadelphia, PA",-75.2280486,39.963561
3300,REED ST,3300 REED ST,1,1,2016-05-29T00:00:00Z,2016-05-29T00:00:00Z,,0,0,0,,,"3300 REED ST, Philadelphia, PA",-75.1982077,39.9368344
4200,REGENT SQ,4200 REGENT SQ,32,2,2006-06-03T00:00:00Z,2015-10-31T00:00:00Z,110.870967741936,3437,491,114.566666666667,0.27931335466977,0.065173116089613,"4200 REGENT SQ, Philadelphia, PA",-75.2070359,39.9475707
5500,REGENT ST,5500 REGENT ST,4,1,2006-09-09T00:00:00Z,2012-06-02T00:00:00Z,697.666666666667,2093,299,69.7666666666667,0.0573339703774486,0.0133779264214047,"5500 REGENT ST, Philadelphia, PA",-75.2238333,39.9382972
300,REX AVE,300 REX AVE,1,1,2008-10-19T00:00:00Z,2008-10-19T00:00:00Z,,0,0,0,,,"300 REX AVE, Philadelphia, PA",-75.2126481,40.0736698
5400,RIDGEWOOD ST,5400 RIDGEWOOD ST,5,1,2012-04-21T00:00:00Z,2016-05-28T00:00:00Z,374.5,1498,214,49.9333333333333,0.100133511348465,0.0233644859813084,"5400 RIDGEWOOD ST, Philadelphia, PA",-75.2272919,39.9433564
1900,RODMAN ST,1900 RODMAN ST,2,1,2009-05-16T00:00:00Z,2010-05-22T00:00:00Z,371,371,53,12.3666666666667,0.161725067385445,0.0377358490566038,"1900 RODMAN ST, Philadelphia, PA",-75.1734347,39.944925
200,S 12TH ST,200 S 12TH ST,16,1,2006-10-08T00:00:00Z,2015-10-11T00:00:00Z,219.333333333333,3290,470,109.666666666667,0.145896656534954,0.0340425531914894,"200 S 12TH ST, Philadelphia, PA",-75.160755,39.948684
2800,S 15TH ST,2800 S 15TH ST,5,3,2007-09-01T00:00:00Z,2015-06-19T00:00:00Z,712,2848,406.857142857143,94.9333333333333,0.0526685393258427,0.0122893258426966,"2800 S 15TH ST, Philadelphia, PA",-75.1730962,39.9165018
1400,S 17TH ST,1400 S 17TH ST,10,3,2006-07-04T00:00:00Z,2013-08-31T00:00:00Z,290.555555555556,2615,373.571428571429,87.1666666666667,0.11472275334608,0.0267686424474187,"1400 S 17TH ST, Philadelphia, PA",-75.1726622,39.9335342
3100,S 18TH ST,3100 S 18TH ST,5,2,2010-06-25T00:00:00Z,2016-05-01T00:00:00Z,534.25,2137,305.285714285714,71.2333333333333,0.0701918577445016,0.0163781001403837,"3100 S 18TH ST, Philadelphia, PA",-75.1779651,39.912329
1600,S 22ND ST,1600 S 22ND ST,22,3,2006-08-12T00:00:00Z,2015-08-22T00:00:00Z,157,3297,471,109.9,0.200181983621474,0.0467091295116773,"1600 S 22ND ST, Philadelphia, PA",-75.1816892,39.9319965
1200,S 28TH ST,1200 S 28TH ST,5,1,2006-07-22T00:00:00Z,2014-06-21T00:00:00Z,722.75,2891,413,96.3666666666667,0.0518851608439986,0.0121065375302663,"1200 S 28TH ST, Philadelphia, PA",-75.1900319,39.9390843
2200,S 56TH ST,2200 S 56TH ST,2,1,2011-06-25T00:00:00Z,2012-06-30T00:00:00Z,371,371,53,12.3666666666667,0.161725067385445,0.0377358490566038,"2200 S 56TH ST, Philadelphia, PA",-75.2191334,39.9320019
500,S 57TH ST,500 S 57TH ST,4,1,2006-09-02T00:00:00Z,2009-09-05T00:00:00Z,366.333333333333,1099,157,36.6333333333333,0.10919017288444,0.0254777070063694,"500 S 57TH ST, Philadelphia, PA",-75.2368648,39.9531745
1600,S 57TH ST,1600 S 57TH ST,1,1,2011-09-03T00:00:00Z,2011-09-03T00:00:00Z,,0,0,0,,,"1600 S 57TH ST, Philadelphia, PA",-75.231033,39.939958
2400,S 62ND ST,2400 S 62ND ST,11,2,2006-05-29T00:00:00Z,2012-08-25T00:00:00Z,228,2280,325.714285714286,76,0.144736842105263,0.0337719298245614,"2400 S 62ND ST, Philadelphia, PA",-75.2281007,39.925892
2400,S 64TH ST,2400 S 64TH ST,4,1,2007-09-01T00:00:00Z,2012-09-08T00:00:00Z,611.333333333333,1834,262,61.1333333333333,0.0654307524536532,0.0152671755725191,"2400 S 64TH ST, Philadelphia, PA",-75.2304801,39.9242406
2000,S AVONDALE ST,2000 S AVONDALE ST,9,3,2006-07-01T00:00:00Z,2014-07-12T00:00:00Z,366.625,2933,419,97.7666666666667,0.0920559154449369,0.0214797136038186,"2000 S AVONDALE ST, Philadelphia, PA",-75.2354063,39.9275735
1500,S COLORADO ST,1500 S COLORADO ST,10,1,2006-07-01T00:00:00Z,2014-08-02T00:00:00Z,328.222222222222,2954,422,98.4666666666667,0.10155721056195,0.023696682464455,"1500 S COLORADO ST, Philadelphia, PA",-75.1734839,39.9323862
2500,S DARIEN ST,2500 S DARIEN ST,11,2,2007-07-21T00:00:00Z,2012-06-23T00:00:00Z,179.9,1799,257,59.9666666666667,0.183435241801001,0.0428015564202335,"2500 S DARIEN ST, Philadelphia, PA",-75.1618455,39.9182323
2900,S DEWEY ST,2900 S DEWEY ST,12,1,2007-07-28T00:00:00Z,2015-09-26T00:00:00Z,271.090909090909,2982,426,99.4,0.120724346076459,0.028169014084507,"2900 S DEWEY ST, Philadelphia, PA",-75.2218327,39.9229135
2400,S EDGEWOOD ST,2400 S EDGEWOOD ST,8,1,2006-09-02T00:00:00Z,2014-08-30T00:00:00Z,417,2919,417,97.3,0.0822199383350463,0.0191846522781775,"2400 S EDGEWOOD ST, Philadelphia, PA",-75.2251971,39.9279395
2700,S SMEDLEY ST,2700 S SMEDLEY ST,14,3,2006-07-01T00:00:00Z,2015-10-17T00:00:00Z,261.153846153846,3395,485,113.166666666667,0.123711340206186,0.0288659793814433,"2700 S SMEDLEY ST, Philadelphia, PA",-75.1754102,39.9171514
1700,S SWANSON ST,1700 S SWANSON ST,1,1,2008-04-26T00:00:00Z,2008-04-26T00:00:00Z,,0,0,0,,,"1700 S SWANSON ST, Philadelphia, PA",-75.1449496,39.9262828
4700,SHEFFIELD AVE,4700 SHEFFIELD AVE,18,1,2006-07-01T04:00:00Z,2015-08-01T04:00:00Z,195.176470588235,3318,474,110.6,0.162748643761302,0.0379746835443038,"4700 SHEFFIELD AVE, Philadelphia, PA",-75.0291419,40.0332365
5200,TULIP ST,5200 TULIP ST,1,1,2009-07-18T04:00:00Z,2009-07-18T04:00:00Z,,0,0,0,,,"5200 TULIP ST, Philadelphia, PA",-75.0699081,40.0121894
3300,ALDINE ST,3300 ALDINE ST,2,1,2009-09-19T00:00:00Z,2013-09-14T00:00:00Z,1456,1456,208,48.5333333333333,0.0412087912087912,0.00961538461538462,"3300 ALDINE ST, Philadelphia, PA",-75.0425991,40.040439
6500,ALGARD ST,6500 ALGARD ST,4,1,2007-09-15T00:00:00Z,2013-08-24T00:00:00Z,723.333333333333,2170,310,72.3333333333333,0.0552995391705069,0.0129032258064516,"6500 ALGARD ST, Philadelphia, PA",-75.0531862,40.0263105
1300,ANCHOR ST,1300 ANCHOR ST,2,1,2013-06-22T00:00:00Z,2013-08-24T00:00:00Z,63,63,9,2.1,0.952380952380952,0.222222222222222,"1300 ANCHOR ST, Philadelphia, PA",-75.0783824,40.0273357
7400,ANDREWS AVE,7400 ANDREWS AVE,2,1,2007-09-01T00:00:00Z,2008-07-12T00:00:00Z,315,315,45,10.5,0.19047619047619,0.0444444444444444,"7400 ANDREWS AVE, Philadelphia, PA",-75.148666,40.0671441
1000,APPLETREE ST,1000 APPLETREE ST,2,1,2010-07-03T00:00:00Z,2011-06-30T00:00:00Z,362,362,51.7142857142857,12.0666666666667,0.165745856353591,0.0386740331491713,"1000 APPLETREE ST, Philadelphia, PA",-75.1561639,39.9541395
100,ARCH ST,100 ARCH ST,1,1,2014-05-15T00:00:00Z,2014-05-15T00:00:00Z,,0,0,0,Inf,Inf,"100 ARCH ST, Philadelphia, PA",-75.1417925,39.9515944
